,frameNo,topLeft,bottomRight
0,0,"(420, 330)","(610, 455)"
0,0,"(462, 117)","(652, 242)"
0,0,"(88, 243)","(278, 368)"
0,0,"(185, 427)","(375, 552)"
0,0,"(834, 377)","(1024, 502)"
0,0,"(626, 352)","(816, 477)"
0,1,"(576, 0)","(766, 125)"
0,1,"(576, 0)","(766, 125)"
0,1,"(133, 268)","(323, 393)"
0,1,"(133, 268)","(323, 393)"
0,1,"(133, 268)","(323, 393)"
0,1,"(133, 268)","(323, 393)"
0,2,"(1090, 0)","(1280, 125)"
0,2,"(1090, 0)","(1280, 125)"
0,2,"(181, 292)","(371, 417)"
0,2,"(181, 292)","(371, 417)"
0,2,"(181, 292)","(371, 417)"
0,2,"(181, 292)","(371, 417)"
0,3,"(1090, 0)","(1280, 125)"
0,3,"(1090, 0)","(1280, 125)"
0,3,"(234, 318)","(424, 443)"
0,3,"(234, 318)","(424, 443)"
0,3,"(234, 318)","(424, 443)"
0,3,"(234, 318)","(424, 443)"
0,4,"(1090, 0)","(1280, 125)"
0,4,"(1090, 0)","(1280, 125)"
0,4,"(246, 327)","(436, 452)"
0,4,"(246, 327)","(436, 452)"
0,4,"(246, 327)","(436, 452)"
0,4,"(246, 327)","(436, 452)"
0,5,"(1090, 1)","(1280, 126)"
0,5,"(1090, 1)","(1280, 126)"
0,5,"(247, 313)","(437, 438)"
0,5,"(247, 313)","(437, 438)"
0,5,"(247, 313)","(437, 438)"
0,5,"(247, 313)","(437, 438)"
0,6,"(583, 3)","(773, 128)"
0,6,"(583, 3)","(773, 128)"
0,6,"(510, 444)","(700, 569)"
0,6,"(510, 444)","(700, 569)"
0,6,"(510, 444)","(700, 569)"
0,6,"(510, 444)","(700, 569)"
0,7,"(636, 3)","(826, 128)"
0,7,"(636, 3)","(826, 128)"
0,7,"(487, 443)","(677, 568)"
0,7,"(487, 443)","(677, 568)"
0,7,"(487, 443)","(677, 568)"
0,7,"(487, 443)","(677, 568)"
0,8,"(533, 3)","(723, 128)"
0,8,"(533, 3)","(723, 128)"
0,8,"(494, 444)","(684, 569)"
0,8,"(494, 444)","(684, 569)"
0,8,"(494, 444)","(684, 569)"
0,8,"(494, 444)","(684, 569)"
0,9,"(557, 3)","(747, 128)"
0,9,"(557, 3)","(747, 128)"
0,9,"(536, 457)","(726, 582)"
0,9,"(536, 457)","(726, 582)"
0,9,"(536, 457)","(726, 582)"
0,9,"(536, 457)","(726, 582)"
0,10,"(561, 3)","(751, 128)"
0,10,"(561, 3)","(751, 128)"
0,10,"(100, 234)","(290, 359)"
0,10,"(100, 234)","(290, 359)"
0,10,"(100, 234)","(290, 359)"
0,10,"(100, 234)","(290, 359)"
0,11,"(573, 1)","(763, 126)"
0,11,"(573, 1)","(763, 126)"
0,11,"(153, 258)","(343, 383)"
0,11,"(153, 258)","(343, 383)"
0,11,"(153, 258)","(343, 383)"
0,11,"(153, 258)","(343, 383)"
0,12,"(573, 1)","(763, 126)"
0,12,"(573, 1)","(763, 126)"
0,12,"(209, 284)","(399, 409)"
0,12,"(209, 284)","(399, 409)"
0,12,"(209, 284)","(399, 409)"
0,12,"(209, 284)","(399, 409)"
0,13,"(573, 0)","(763, 125)"
0,13,"(573, 0)","(763, 125)"
0,13,"(261, 307)","(451, 432)"
0,13,"(261, 307)","(451, 432)"
0,13,"(261, 307)","(451, 432)"
0,13,"(261, 307)","(451, 432)"
0,14,"(589, 2)","(779, 127)"
0,14,"(589, 2)","(779, 127)"
0,14,"(18, 181)","(208, 306)"
0,14,"(18, 181)","(208, 306)"
0,14,"(18, 181)","(208, 306)"
0,14,"(18, 181)","(208, 306)"
0,15,"(565, 3)","(755, 128)"
0,15,"(565, 3)","(755, 128)"
0,15,"(69, 203)","(259, 328)"
0,15,"(69, 203)","(259, 328)"
0,15,"(69, 203)","(259, 328)"
0,15,"(69, 203)","(259, 328)"
0,16,"(573, 3)","(763, 128)"
0,16,"(573, 3)","(763, 128)"
0,16,"(124, 228)","(314, 353)"
0,16,"(124, 228)","(314, 353)"
0,16,"(124, 228)","(314, 353)"
0,16,"(124, 228)","(314, 353)"
0,17,"(543, 0)","(733, 125)"
0,17,"(543, 0)","(733, 125)"
0,17,"(174, 252)","(364, 377)"
0,17,"(174, 252)","(364, 377)"
0,17,"(174, 252)","(364, 377)"
0,17,"(174, 252)","(364, 377)"
0,18,"(562, 0)","(754, 127)"
0,18,"(562, 1)","(754, 128)"
0,18,"(226, 275)","(418, 402)"
0,18,"(226, 275)","(418, 402)"
0,18,"(226, 275)","(418, 402)"
0,18,"(226, 275)","(418, 402)"
0,19,"(585, 3)","(777, 130)"
0,19,"(585, 3)","(777, 130)"
0,19,"(282, 299)","(474, 426)"
0,19,"(282, 299)","(474, 426)"
0,19,"(282, 299)","(474, 426)"
0,19,"(282, 299)","(474, 426)"
0,20,"(613, 2)","(807, 131)"
0,20,"(613, 3)","(807, 132)"
0,20,"(292, 302)","(486, 431)"
0,20,"(292, 302)","(486, 431)"
0,20,"(292, 302)","(486, 431)"
0,20,"(292, 302)","(486, 431)"
0,21,"(616, 0)","(810, 129)"
0,21,"(616, 0)","(810, 129)"
0,21,"(296, 303)","(490, 432)"
0,21,"(296, 303)","(490, 432)"
0,21,"(296, 303)","(490, 432)"
0,21,"(296, 303)","(490, 432)"
0,22,"(630, 0)","(826, 131)"
0,22,"(630, 1)","(826, 132)"
0,22,"(0, 149)","(196, 280)"
0,22,"(0, 149)","(196, 280)"
0,22,"(0, 149)","(196, 280)"
0,22,"(0, 149)","(196, 280)"
0,23,"(654, 3)","(850, 134)"
0,23,"(654, 3)","(850, 134)"
0,23,"(8, 149)","(204, 280)"
0,23,"(8, 149)","(204, 280)"
0,23,"(8, 149)","(204, 280)"
0,23,"(8, 149)","(204, 280)"
0,24,"(661, 2)","(859, 135)"
0,24,"(661, 3)","(859, 136)"
0,24,"(545, 419)","(743, 552)"
0,24,"(545, 419)","(743, 552)"
0,24,"(545, 419)","(743, 552)"
0,24,"(545, 419)","(743, 552)"
0,25,"(708, 2)","(906, 135)"
0,25,"(708, 2)","(906, 135)"
0,25,"(581, 435)","(779, 568)"
0,25,"(581, 435)","(779, 568)"
0,25,"(581, 435)","(779, 568)"
0,25,"(581, 435)","(779, 568)"
0,26,"(693, 3)","(893, 138)"
0,26,"(693, 3)","(893, 138)"
0,26,"(613, 447)","(813, 582)"
0,26,"(613, 447)","(813, 582)"
0,26,"(613, 447)","(813, 582)"
0,26,"(613, 447)","(813, 582)"
0,27,"(725, 1)","(925, 136)"
0,27,"(725, 1)","(925, 136)"
0,27,"(623, 447)","(823, 582)"
0,27,"(623, 447)","(823, 582)"
0,27,"(623, 447)","(823, 582)"
0,27,"(623, 447)","(823, 582)"
0,28,"(693, 1)","(893, 136)"
0,28,"(693, 1)","(893, 136)"
0,28,"(274, 267)","(474, 402)"
0,28,"(274, 267)","(474, 402)"
0,28,"(274, 267)","(474, 402)"
0,28,"(274, 267)","(474, 402)"
0,29,"(682, 3)","(882, 138)"
0,29,"(682, 3)","(882, 138)"
0,29,"(310, 283)","(510, 418)"
0,29,"(310, 283)","(510, 418)"
0,29,"(310, 283)","(510, 418)"
0,29,"(310, 283)","(510, 418)"
0,30,"(647, 3)","(847, 138)"
0,30,"(647, 3)","(847, 138)"
0,30,"(314, 283)","(514, 418)"
0,30,"(314, 283)","(514, 418)"
0,30,"(314, 283)","(514, 418)"
0,30,"(314, 283)","(514, 418)"
0,31,"(653, 3)","(853, 138)"
0,31,"(653, 3)","(853, 138)"
0,31,"(0, 123)","(200, 258)"
0,31,"(0, 123)","(200, 258)"
0,31,"(0, 123)","(200, 258)"
0,31,"(0, 123)","(200, 258)"
0,32,"(701, 3)","(901, 138)"
0,32,"(701, 3)","(901, 138)"
0,32,"(2, 123)","(202, 258)"
0,32,"(2, 123)","(202, 258)"
0,32,"(2, 123)","(202, 258)"
0,32,"(2, 123)","(202, 258)"
0,33,"(717, 3)","(917, 138)"
0,33,"(717, 3)","(917, 138)"
0,33,"(19, 131)","(219, 266)"
0,33,"(19, 131)","(219, 266)"
0,33,"(19, 131)","(219, 266)"
0,33,"(19, 131)","(219, 266)"
0,34,"(714, 3)","(914, 138)"
0,34,"(714, 3)","(914, 138)"
0,34,"(69, 155)","(269, 290)"
0,34,"(69, 155)","(269, 290)"
0,34,"(69, 155)","(269, 290)"
0,34,"(69, 155)","(269, 290)"
0,35,"(746, 3)","(946, 138)"
0,35,"(746, 3)","(946, 138)"
0,35,"(613, 427)","(813, 562)"
0,35,"(613, 427)","(813, 562)"
0,35,"(613, 427)","(813, 562)"
0,35,"(613, 427)","(813, 562)"
0,36,"(672, 3)","(872, 138)"
0,36,"(672, 3)","(872, 138)"
0,36,"(659, 447)","(859, 582)"
0,36,"(659, 447)","(859, 582)"
0,36,"(659, 447)","(859, 582)"
0,36,"(659, 447)","(859, 582)"
0,37,"(677, 3)","(877, 138)"
0,37,"(677, 3)","(877, 138)"
0,37,"(243, 235)","(443, 370)"
0,37,"(243, 235)","(443, 370)"
0,37,"(243, 235)","(443, 370)"
0,37,"(243, 235)","(443, 370)"
0,38,"(725, 3)","(925, 138)"
0,38,"(725, 3)","(925, 138)"
0,38,"(327, 275)","(527, 410)"
0,38,"(327, 275)","(527, 410)"
0,38,"(327, 275)","(527, 410)"
0,38,"(327, 275)","(527, 410)"
0,39,"(733, 3)","(933, 138)"
0,39,"(733, 3)","(933, 138)"
0,39,"(328, 275)","(528, 410)"
0,39,"(328, 275)","(528, 410)"
0,39,"(328, 275)","(528, 410)"
0,39,"(328, 275)","(528, 410)"
0,40,"(757, 3)","(957, 138)"
0,40,"(757, 3)","(957, 138)"
0,40,"(330, 275)","(530, 410)"
0,40,"(330, 275)","(530, 410)"
0,40,"(330, 275)","(530, 410)"
0,40,"(330, 275)","(530, 410)"
0,41,"(749, 3)","(949, 138)"
0,41,"(749, 3)","(949, 138)"
0,41,"(334, 275)","(534, 410)"
0,41,"(334, 275)","(534, 410)"
0,41,"(334, 275)","(534, 410)"
0,41,"(334, 275)","(534, 410)"
0,42,"(736, 3)","(936, 138)"
0,42,"(736, 3)","(936, 138)"
0,42,"(587, 400)","(787, 535)"
0,42,"(587, 400)","(787, 535)"
0,42,"(587, 400)","(787, 535)"
0,42,"(587, 400)","(787, 535)"
0,43,"(766, 3)","(966, 138)"
0,43,"(766, 3)","(966, 138)"
0,43,"(589, 400)","(789, 535)"
0,43,"(589, 400)","(789, 535)"
0,43,"(589, 400)","(789, 535)"
0,43,"(589, 400)","(789, 535)"
0,44,"(741, 2)","(943, 139)"
0,44,"(741, 2)","(943, 139)"
0,44,"(588, 400)","(790, 537)"
0,44,"(588, 400)","(790, 537)"
0,44,"(588, 400)","(790, 537)"
0,44,"(588, 400)","(790, 537)"
0,45,"(773, 3)","(975, 140)"
0,45,"(773, 3)","(975, 140)"
0,45,"(680, 445)","(882, 582)"
0,45,"(680, 445)","(882, 582)"
0,45,"(680, 445)","(882, 582)"
0,45,"(680, 445)","(882, 582)"
0,46,"(757, 3)","(961, 142)"
0,46,"(757, 3)","(961, 142)"
0,46,"(679, 443)","(883, 582)"
0,46,"(679, 443)","(883, 582)"
0,46,"(679, 443)","(883, 582)"
0,46,"(679, 443)","(883, 582)"
0,47,"(797, 3)","(1001, 142)"
0,47,"(797, 3)","(1001, 142)"
0,47,"(682, 443)","(886, 582)"
0,47,"(682, 443)","(886, 582)"
0,47,"(682, 443)","(886, 582)"
0,47,"(682, 443)","(886, 582)"
0,48,"(772, 2)","(978, 143)"
0,48,"(772, 2)","(978, 143)"
0,48,"(680, 441)","(886, 582)"
0,48,"(680, 441)","(886, 582)"
0,48,"(680, 441)","(886, 582)"
0,48,"(680, 441)","(886, 582)"
0,49,"(765, 3)","(971, 144)"
0,49,"(765, 3)","(971, 144)"
0,49,"(22, 110)","(228, 251)"
0,49,"(22, 110)","(228, 251)"
0,49,"(22, 110)","(228, 251)"
0,49,"(22, 110)","(228, 251)"
0,50,"(789, 2)","(997, 145)"
0,50,"(789, 2)","(997, 145)"
0,50,"(0, 402)","(208, 545)"
0,50,"(789, 2)","(997, 145)"
0,50,"(789, 2)","(997, 145)"
0,50,"(789, 2)","(997, 145)"
0,51,"(781, 1)","(989, 144)"
0,51,"(781, 1)","(989, 144)"
0,51,"(0, 395)","(208, 538)"
0,51,"(781, 1)","(989, 144)"
0,51,"(781, 1)","(989, 144)"
0,51,"(781, 1)","(989, 144)"
0,52,"(781, 0)","(991, 145)"
0,52,"(781, 0)","(991, 145)"
0,52,"(3, 403)","(213, 548)"
0,52,"(781, 0)","(991, 145)"
0,52,"(781, 0)","(991, 145)"
0,52,"(781, 0)","(991, 145)"
0,53,"(781, 0)","(991, 145)"
0,53,"(781, 0)","(991, 145)"
0,53,"(16, 410)","(226, 555)"
0,53,"(781, 0)","(991, 145)"
0,53,"(781, 0)","(991, 145)"
0,53,"(781, 0)","(991, 145)"
0,54,"(781, 0)","(991, 145)"
0,54,"(781, 0)","(991, 145)"
0,54,"(80, 437)","(290, 582)"
0,54,"(781, 0)","(991, 145)"
0,54,"(781, 0)","(991, 145)"
0,54,"(781, 0)","(991, 145)"
0,55,"(778, 0)","(988, 145)"
0,55,"(778, 0)","(988, 145)"
0,55,"(292, 249)","(502, 394)"
0,55,"(778, 0)","(988, 145)"
0,55,"(778, 0)","(988, 145)"
0,55,"(778, 0)","(988, 145)"
0,56,"(783, 0)","(993, 145)"
0,56,"(783, 0)","(993, 145)"
0,56,"(339, 273)","(549, 418)"
0,56,"(783, 0)","(993, 145)"
0,56,"(783, 0)","(993, 145)"
0,56,"(783, 0)","(993, 145)"
0,57,"(783, 0)","(993, 145)"
0,57,"(783, 0)","(993, 145)"
0,57,"(109, 154)","(319, 299)"
0,57,"(783, 0)","(993, 145)"
0,57,"(783, 0)","(993, 145)"
0,57,"(783, 0)","(993, 145)"
0,58,"(785, 0)","(995, 145)"
0,58,"(785, 0)","(995, 145)"
0,58,"(140, 175)","(350, 320)"
0,58,"(785, 0)","(995, 145)"
0,58,"(785, 0)","(995, 145)"
0,58,"(785, 0)","(995, 145)"
0,59,"(790, 0)","(1000, 145)"
0,59,"(790, 0)","(1000, 145)"
0,59,"(197, 204)","(407, 349)"
0,59,"(790, 0)","(1000, 145)"
0,59,"(790, 0)","(1000, 145)"
0,59,"(790, 0)","(1000, 145)"
0,60,"(798, 0)","(1008, 145)"
0,60,"(798, 0)","(1008, 145)"
0,60,"(557, 389)","(767, 534)"
0,60,"(798, 0)","(1008, 145)"
0,60,"(798, 0)","(1008, 145)"
0,60,"(798, 0)","(1008, 145)"
0,61,"(807, 0)","(1019, 147)"
0,61,"(807, 0)","(1019, 147)"
0,61,"(593, 407)","(805, 554)"
0,61,"(807, 0)","(1019, 147)"
0,61,"(807, 0)","(1019, 147)"
0,61,"(807, 0)","(1019, 147)"
0,62,"(812, 0)","(1024, 147)"
0,62,"(812, 0)","(1024, 147)"
0,62,"(645, 432)","(857, 579)"
0,62,"(812, 0)","(1024, 147)"
0,62,"(812, 0)","(1024, 147)"
0,62,"(812, 0)","(1024, 147)"
0,63,"(819, 0)","(1033, 149)"
0,63,"(819, 0)","(1033, 149)"
0,63,"(0, 105)","(214, 254)"
0,63,"(819, 0)","(1033, 149)"
0,63,"(819, 0)","(1033, 149)"
0,63,"(819, 0)","(1033, 149)"
0,64,"(827, 0)","(1041, 149)"
0,64,"(827, 0)","(1041, 149)"
0,64,"(0, 102)","(214, 251)"
0,64,"(827, 0)","(1041, 149)"
0,64,"(827, 0)","(1041, 149)"
0,64,"(827, 0)","(1041, 149)"
0,65,"(836, 0)","(1050, 149)"
0,65,"(836, 0)","(1050, 149)"
0,65,"(30, 116)","(244, 265)"
0,65,"(836, 0)","(1050, 149)"
0,65,"(836, 0)","(1050, 149)"
0,65,"(836, 0)","(1050, 149)"
0,66,"(844, 0)","(1058, 149)"
0,66,"(844, 0)","(1058, 149)"
0,66,"(77, 140)","(291, 289)"
0,66,"(844, 0)","(1058, 149)"
0,66,"(844, 0)","(1058, 149)"
0,66,"(844, 0)","(1058, 149)"
0,67,"(848, 0)","(1062, 149)"
0,67,"(848, 0)","(1062, 149)"
0,67,"(124, 166)","(338, 315)"
0,67,"(848, 0)","(1062, 149)"
0,67,"(848, 0)","(1062, 149)"
0,67,"(848, 0)","(1062, 149)"
0,68,"(856, 0)","(1070, 149)"
0,68,"(856, 0)","(1070, 149)"
0,68,"(645, 433)","(859, 582)"
0,68,"(856, 0)","(1070, 149)"
0,68,"(856, 0)","(1070, 149)"
0,68,"(856, 0)","(1070, 149)"
0,69,"(867, 0)","(1081, 149)"
0,69,"(867, 0)","(1081, 149)"
0,69,"(230, 220)","(444, 369)"
0,69,"(867, 0)","(1081, 149)"
0,69,"(867, 0)","(1081, 149)"
0,69,"(867, 0)","(1081, 149)"
0,70,"(878, 0)","(1092, 149)"
0,70,"(878, 0)","(1092, 149)"
0,70,"(277, 243)","(491, 392)"
0,70,"(878, 0)","(1092, 149)"
0,70,"(878, 0)","(1092, 149)"
0,70,"(878, 0)","(1092, 149)"
0,71,"(886, 0)","(1100, 149)"
0,71,"(886, 0)","(1100, 149)"
0,71,"(330, 271)","(544, 420)"
0,71,"(886, 0)","(1100, 149)"
0,71,"(886, 0)","(1100, 149)"
0,71,"(886, 0)","(1100, 149)"
0,72,"(894, 0)","(1108, 149)"
0,72,"(894, 0)","(1108, 149)"
0,72,"(344, 280)","(558, 429)"
0,72,"(894, 0)","(1108, 149)"
0,72,"(894, 0)","(1108, 149)"
0,72,"(894, 0)","(1108, 149)"
0,73,"(903, 0)","(1117, 149)"
0,73,"(903, 0)","(1117, 149)"
0,73,"(590, 409)","(804, 558)"
0,73,"(903, 0)","(1117, 149)"
0,73,"(903, 0)","(1117, 149)"
0,73,"(903, 0)","(1117, 149)"
0,74,"(916, 0)","(1130, 149)"
0,74,"(916, 0)","(1130, 149)"
0,74,"(536, 394)","(750, 543)"
0,74,"(916, 0)","(1130, 149)"
0,74,"(916, 0)","(1130, 149)"
0,74,"(916, 0)","(1130, 149)"
0,75,"(929, 0)","(1143, 149)"
0,75,"(929, 0)","(1143, 149)"
0,75,"(563, 394)","(777, 543)"
0,75,"(929, 0)","(1143, 149)"
0,75,"(929, 0)","(1143, 149)"
0,75,"(929, 0)","(1143, 149)"
0,76,"(937, 0)","(1151, 149)"
0,76,"(937, 0)","(1151, 149)"
0,76,"(607, 414)","(821, 563)"
0,76,"(937, 0)","(1151, 149)"
0,76,"(937, 0)","(1151, 149)"
0,76,"(937, 0)","(1151, 149)"
0,77,"(946, 0)","(1160, 149)"
0,77,"(946, 0)","(1160, 149)"
0,77,"(653, 433)","(867, 582)"
0,77,"(946, 0)","(1160, 149)"
0,77,"(946, 0)","(1160, 149)"
0,77,"(946, 0)","(1160, 149)"
0,78,"(959, 0)","(1173, 149)"
0,78,"(959, 0)","(1173, 149)"
0,78,"(78, 150)","(292, 299)"
0,78,"(959, 0)","(1173, 149)"
0,78,"(959, 0)","(1173, 149)"
0,78,"(959, 0)","(1173, 149)"
0,79,"(974, 0)","(1188, 149)"
0,79,"(974, 0)","(1188, 149)"
0,79,"(161, 189)","(375, 338)"
0,79,"(974, 0)","(1188, 149)"
0,79,"(974, 0)","(1188, 149)"
0,79,"(974, 0)","(1188, 149)"
0,80,"(985, 0)","(1199, 149)"
0,80,"(985, 0)","(1199, 149)"
0,80,"(214, 218)","(428, 367)"
0,80,"(985, 0)","(1199, 149)"
0,80,"(985, 0)","(1199, 149)"
0,80,"(985, 0)","(1199, 149)"
0,81,"(994, 0)","(1208, 149)"
0,81,"(994, 0)","(1208, 149)"
0,81,"(276, 251)","(490, 400)"
0,81,"(994, 0)","(1208, 149)"
0,81,"(994, 0)","(1208, 149)"
0,81,"(994, 0)","(1208, 149)"
0,82,"(1010, 0)","(1224, 149)"
0,82,"(1010, 0)","(1224, 149)"
0,82,"(341, 283)","(555, 432)"
0,82,"(1010, 0)","(1224, 149)"
0,82,"(1010, 0)","(1224, 149)"
0,82,"(1010, 0)","(1224, 149)"
0,83,"(1026, 0)","(1242, 151)"
0,83,"(1026, 0)","(1242, 151)"
0,83,"(352, 295)","(568, 446)"
0,83,"(1026, 0)","(1242, 151)"
0,83,"(1026, 0)","(1242, 151)"
0,83,"(1026, 0)","(1242, 151)"
0,84,"(1039, 0)","(1255, 151)"
0,84,"(1039, 0)","(1255, 151)"
0,84,"(459, 368)","(675, 519)"
0,84,"(1039, 0)","(1255, 151)"
0,84,"(1039, 0)","(1255, 151)"
0,84,"(1039, 0)","(1255, 151)"
0,85,"(1052, 0)","(1270, 153)"
0,85,"(1052, 0)","(1270, 153)"
0,85,"(552, 397)","(770, 550)"
0,85,"(1052, 0)","(1270, 153)"
0,85,"(1052, 0)","(1270, 153)"
0,85,"(1052, 0)","(1270, 153)"
0,86,"(1062, 0)","(1280, 153)"
0,86,"(1062, 0)","(1280, 153)"
